metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.33154,0.22958,0.17183,0.11966,1.08696,2.87189,1.5797,1,1741924155,,False,1,3a949_00000,2025-03-13_20-49-15,26.480802059173584,26.480802059173584,2980565,cscigpu,132.241.1.14,26.480802059173584,1
0.40463,0.49138,0.4434,0.29905,1.12718,2.09364,1.58129,2,1741924169,,False,2,3a949_00000,2025-03-13_20-49-29,13.798938274383545,40.27974033355713,2980565,cscigpu,132.241.1.14,40.27974033355713,2
0.47589,0.6283,0.58693,0.4058,1.10863,1.73807,1.61091,3,1741924182,,False,3,3a949_00000,2025-03-13_20-49-42,13.425761699676514,53.70550203323364,2980565,cscigpu,132.241.1.14,53.70550203323364,3
0.57487,0.69674,0.67547,0.49206,1.02106,1.52023,1.46388,4,1741924196,,False,4,3a949_00000,2025-03-13_20-49-56,13.374573945999146,67.08007597923279,2980565,cscigpu,132.241.1.14,67.08007597923279,4
0.72357,0.71386,0.75383,0.55925,0.97819,1.29656,1.4267,5,1741924209,,False,5,3a949_00000,2025-03-13_20-50-09,13.316477298736572,80.39655327796936,2980565,cscigpu,132.241.1.14,80.39655327796936,5
0.68104,0.76116,0.78721,0.59307,0.97767,1.21357,1.42593,6,1741924222,,False,6,3a949_00000,2025-03-13_20-50-22,13.249839544296265,93.64639282226562,2980565,cscigpu,132.241.1.14,93.64639282226562,6
0.79006,0.76717,0.83895,0.61653,1.04629,1.06411,1.46922,7,1741924236,,False,7,3a949_00000,2025-03-13_20-50-36,13.343424797058105,106.98981761932373,2980565,cscigpu,132.241.1.14,106.98981761932373,7
0.79457,0.77766,0.8479,0.60297,1.13209,1.04196,1.56175,8,1741924249,,False,8,3a949_00000,2025-03-13_20-50-49,13.252250671386719,120.24206829071045,2980565,cscigpu,132.241.1.14,120.24206829071045,8
0.81635,0.78117,0.84971,0.59486,1.13489,1.0333,1.53612,9,1741924262,,False,9,3a949_00000,2025-03-13_20-51-02,13.172219038009644,133.4142873287201,2980565,cscigpu,132.241.1.14,133.4142873287201,9
0.7786,0.80206,0.86337,0.64953,0.99768,1.04221,1.4108,10,1741924275,,False,10,3a949_00000,2025-03-13_20-51-15,13.232845067977905,146.647132396698,2980565,cscigpu,132.241.1.14,146.647132396698,10
0.88794,0.79814,0.88795,0.677,0.93717,0.92452,1.3457,11,1741924288,,False,11,3a949_00000,2025-03-13_20-51-28,13.27055025100708,159.91768264770508,2980565,cscigpu,132.241.1.14,159.91768264770508,11
0.8336,0.82021,0.88156,0.67454,0.91581,0.91344,1.34922,12,1741924302,,False,12,3a949_00000,2025-03-13_20-51-42,13.831170797348022,173.7488534450531,2980565,cscigpu,132.241.1.14,173.7488534450531,12
0.84291,0.83167,0.88743,0.66276,1.01821,0.89072,1.41416,13,1741924316,,False,13,3a949_00000,2025-03-13_20-51-56,13.251261711120605,187.0001151561737,2980565,cscigpu,132.241.1.14,187.0001151561737,13
0.85786,0.84597,0.88908,0.65283,1.02869,0.8881,1.44801,14,1741924329,,False,14,3a949_00000,2025-03-13_20-52-09,13.184545993804932,200.18466114997864,2980565,cscigpu,132.241.1.14,200.18466114997864,14
0.8468862892786045,0.8365202428323677,0.887277217380649,0.6871213699007029,,,,14,1741924337,,False,15,3a949_00000,2025-03-13_20-52-17,8.579432964324951,208.7640941143036,2980565,cscigpu,132.241.1.14,208.7640941143036,15
