metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.33154,0.22958,0.17183,0.11966,1.08696,2.87189,1.5797,1,1741929359,,False,1,3a949_00017,2025-03-13_22-15-59,34.02262783050537,34.02262783050537,3094200,cscigpu,132.241.1.14,34.02262783050537,1
0.40463,0.49138,0.4434,0.29905,1.12718,2.09364,1.58129,2,1741929380,,False,2,3a949_00017,2025-03-13_22-16-20,20.876890182495117,54.89951801300049,3094200,cscigpu,132.241.1.14,54.89951801300049,2
0.47589,0.6283,0.58693,0.4058,1.10863,1.73807,1.61091,3,1741929400,,False,3,3a949_00017,2025-03-13_22-16-40,20.633898735046387,75.53341674804688,3094200,cscigpu,132.241.1.14,75.53341674804688,3
0.57487,0.69674,0.67547,0.49206,1.02106,1.52023,1.46388,4,1741929419,,False,4,3a949_00017,2025-03-13_22-16-59,18.954280376434326,94.4876971244812,3094200,cscigpu,132.241.1.14,94.4876971244812,4
0.72357,0.71386,0.75383,0.55925,0.97819,1.29656,1.4267,5,1741929440,,False,5,3a949_00017,2025-03-13_22-17-20,20.461535692214966,114.94923281669617,3094200,cscigpu,132.241.1.14,114.94923281669617,5
0.68104,0.76116,0.78721,0.59307,0.97767,1.21357,1.42593,6,1741929460,,False,6,3a949_00017,2025-03-13_22-17-40,20.04177713394165,134.99100995063782,3094200,cscigpu,132.241.1.14,134.99100995063782,6
0.79006,0.76717,0.83895,0.61653,1.04629,1.06411,1.46922,7,1741929479,,False,7,3a949_00017,2025-03-13_22-17-59,19.51444387435913,154.50545382499695,3094200,cscigpu,132.241.1.14,154.50545382499695,7
0.79457,0.77766,0.8479,0.60297,1.13209,1.04196,1.56175,8,1741929499,,False,8,3a949_00017,2025-03-13_22-18-19,20.135417461395264,174.6408712863922,3094200,cscigpu,132.241.1.14,174.6408712863922,8
0.81635,0.78117,0.84971,0.59486,1.13489,1.0333,1.53612,9,1741929519,,False,9,3a949_00017,2025-03-13_22-18-39,20.00592541694641,194.64679670333862,3094200,cscigpu,132.241.1.14,194.64679670333862,9
0.7786,0.80206,0.86337,0.64953,0.99768,1.04221,1.4108,10,1741929540,,False,10,3a949_00017,2025-03-13_22-19-00,20.18320918083191,214.83000588417053,3094200,cscigpu,132.241.1.14,214.83000588417053,10
0.88794,0.79814,0.88795,0.677,0.93717,0.92452,1.3457,11,1741929559,,False,11,3a949_00017,2025-03-13_22-19-19,19.422818183898926,234.25282406806946,3094200,cscigpu,132.241.1.14,234.25282406806946,11
0.8336,0.82021,0.88156,0.67454,0.91581,0.91344,1.34922,12,1741929579,,False,12,3a949_00017,2025-03-13_22-19-39,19.96177864074707,254.21460270881653,3094200,cscigpu,132.241.1.14,254.21460270881653,12
0.84291,0.83167,0.88743,0.66276,1.01821,0.89072,1.41416,13,1741929599,,False,13,3a949_00017,2025-03-13_22-19-59,20.055752992630005,274.27035570144653,3094200,cscigpu,132.241.1.14,274.27035570144653,13
0.85786,0.84597,0.88908,0.65283,1.02869,0.8881,1.44801,14,1741929618,,False,14,3a949_00017,2025-03-13_22-20-18,18.87489342689514,293.1452491283417,3094200,cscigpu,132.241.1.14,293.1452491283417,14
0.8468862892786045,0.8365202428323677,0.887277217380649,0.6871213699007029,,,,14,1741929630,,False,15,3a949_00017,2025-03-13_22-20-30,11.975347757339478,305.12059688568115,3094200,cscigpu,132.241.1.14,305.12059688568115,15
