metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.33154,0.22958,0.17183,0.11966,1.08696,2.87189,1.5797,1,1741926845,,False,1,3a949_00008,2025-03-13_21-34-05,35.07649850845337,35.07649850845337,3038139,cscigpu,132.241.1.14,35.07649850845337,1
0.40463,0.49138,0.4434,0.29905,1.12718,2.09364,1.58129,2,1741926866,,False,2,3a949_00008,2025-03-13_21-34-26,21.016687870025635,56.093186378479004,3038139,cscigpu,132.241.1.14,56.093186378479004,2
0.47589,0.6283,0.58693,0.4058,1.10863,1.73807,1.61091,3,1741926886,,False,3,3a949_00008,2025-03-13_21-34-46,20.577711582183838,76.67089796066284,3038139,cscigpu,132.241.1.14,76.67089796066284,3
0.57487,0.69674,0.67547,0.49206,1.02106,1.52023,1.46388,4,1741926906,,False,4,3a949_00008,2025-03-13_21-35-06,20.050078868865967,96.72097682952881,3038139,cscigpu,132.241.1.14,96.72097682952881,4
0.72357,0.71386,0.75383,0.55925,0.97819,1.29656,1.4267,5,1741926926,,False,5,3a949_00008,2025-03-13_21-35-26,20.12882971763611,116.84980654716492,3038139,cscigpu,132.241.1.14,116.84980654716492,5
0.68104,0.76116,0.78721,0.59307,0.97767,1.21357,1.42593,6,1741926947,,False,6,3a949_00008,2025-03-13_21-35-47,20.26497721672058,137.1147837638855,3038139,cscigpu,132.241.1.14,137.1147837638855,6
0.79006,0.76717,0.83895,0.61653,1.04629,1.06411,1.46922,7,1741926967,,False,7,3a949_00008,2025-03-13_21-36-07,20.120048761367798,157.2348325252533,3038139,cscigpu,132.241.1.14,157.2348325252533,7
0.79457,0.77766,0.8479,0.60297,1.13209,1.04196,1.56175,8,1741926985,,False,8,3a949_00008,2025-03-13_21-36-25,18.14612054824829,175.3809530735016,3038139,cscigpu,132.241.1.14,175.3809530735016,8
0.81635,0.78117,0.84971,0.59486,1.13489,1.0333,1.53612,9,1741926999,,False,9,3a949_00008,2025-03-13_21-36-39,13.896838903427124,189.2777919769287,3038139,cscigpu,132.241.1.14,189.2777919769287,9
0.7786,0.80206,0.86337,0.64953,0.99768,1.04221,1.4108,10,1741927012,,False,10,3a949_00008,2025-03-13_21-36-52,13.461163759231567,202.73895573616028,3038139,cscigpu,132.241.1.14,202.73895573616028,10
0.88794,0.79814,0.88795,0.677,0.93717,0.92452,1.3457,11,1741927027,,False,11,3a949_00008,2025-03-13_21-37-07,14.708688259124756,217.44764399528503,3038139,cscigpu,132.241.1.14,217.44764399528503,11
0.8336,0.82021,0.88156,0.67454,0.91581,0.91344,1.34922,12,1741927042,,False,12,3a949_00008,2025-03-13_21-37-22,14.930913209915161,232.3785572052002,3038139,cscigpu,132.241.1.14,232.3785572052002,12
0.84291,0.83167,0.88743,0.66276,1.01821,0.89072,1.41416,13,1741927055,,False,13,3a949_00008,2025-03-13_21-37-35,13.278000593185425,245.65655779838562,3038139,cscigpu,132.241.1.14,245.65655779838562,13
0.85786,0.84597,0.88908,0.65283,1.02869,0.8881,1.44801,14,1741927069,,False,14,3a949_00008,2025-03-13_21-37-49,13.5856614112854,259.242219209671,3038139,cscigpu,132.241.1.14,259.242219209671,14
0.8468862892786045,0.8365202428323677,0.887277217380649,0.6871213699007029,,,,14,1741927078,,False,15,3a949_00008,2025-03-13_21-37-58,9.1037917137146,268.3460109233856,3038139,cscigpu,132.241.1.14,268.3460109233856,15
