metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,epoch,timestamp,checkpoint_dir_name,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore
0.04859,0.72963,0.09998,0.07725,0.99714,3.43624,1.20145,1,1741927562,,False,1,3a949_00011,2025-03-13_21-46-02,19.9564471244812,19.9564471244812,3055615,cscigpu,132.241.1.14,19.9564471244812,1
0.43578,0.29992,0.35657,0.26262,1.0173,2.51247,1.23431,2,1741927570,,False,2,3a949_00011,2025-03-13_21-46-10,7.7497334480285645,27.706180572509766,3055615,cscigpu,132.241.1.14,27.706180572509766,2
0.41658,0.65856,0.56319,0.40688,1.05114,1.80881,1.24003,3,1741927577,,False,3,3a949_00011,2025-03-13_21-46-17,7.168606519699097,34.87478709220886,3055615,cscigpu,132.241.1.14,34.87478709220886,3
0.64265,0.63341,0.6904,0.50139,0.98991,1.49348,1.2074,4,1741927584,,False,4,3a949_00011,2025-03-13_21-46-24,7.271113157272339,42.1459002494812,3055615,cscigpu,132.241.1.14,42.1459002494812,4
0.69046,0.70903,0.76918,0.57457,0.96438,1.3135,1.16862,5,1741927592,,False,5,3a949_00011,2025-03-13_21-46-32,7.184025049209595,49.329925298690796,3055615,cscigpu,132.241.1.14,49.329925298690796,5
0.76418,0.74969,0.80987,0.62157,0.94926,1.09825,1.15102,6,1741927599,,False,6,3a949_00011,2025-03-13_21-46-39,7.163996934890747,56.49392223358154,3055615,cscigpu,132.241.1.14,56.49392223358154,6
0.79016,0.75157,0.82474,0.61252,1.02861,1.18265,1.16304,7,1741927606,,False,7,3a949_00011,2025-03-13_21-46-46,7.014901161193848,63.50882339477539,3055615,cscigpu,132.241.1.14,63.50882339477539,7
0.80078,0.7738,0.83948,0.60217,1.11111,1.14926,1.23527,8,1741927613,,False,8,3a949_00011,2025-03-13_21-46-53,7.021629333496094,70.53045272827148,3055615,cscigpu,132.241.1.14,70.53045272827148,8
0.82157,0.80204,0.85778,0.61915,1.10495,1.01255,1.20136,9,1741927620,,False,9,3a949_00011,2025-03-13_21-47-00,7.0762224197387695,77.60667514801025,3055615,cscigpu,132.241.1.14,77.60667514801025,9
0.85951,0.76839,0.85533,0.64575,1.02491,0.98729,1.17414,10,1741927627,,False,10,3a949_00011,2025-03-13_21-47-07,7.372429370880127,84.97910451889038,3055615,cscigpu,132.241.1.14,84.97910451889038,10
0.84645,0.78522,0.86686,0.65403,0.98271,0.9563,1.1517,11,1741927634,,False,11,3a949_00011,2025-03-13_21-47-14,7.070522785186768,92.04962730407715,3055615,cscigpu,132.241.1.14,92.04962730407715,11
0.87488,0.82541,0.9085,0.681,0.99762,0.8659,1.16471,12,1741927641,,False,12,3a949_00011,2025-03-13_21-47-21,7.1082069873809814,99.15783429145813,3055615,cscigpu,132.241.1.14,99.15783429145813,12
0.83831,0.86801,0.90382,0.69303,0.93529,0.85154,1.12354,13,1741927649,,False,13,3a949_00011,2025-03-13_21-47-29,7.065848350524902,106.22368264198303,3055615,cscigpu,132.241.1.14,106.22368264198303,13
0.86762,0.8406,0.8947,0.66419,1.01516,0.87605,1.17247,14,1741927656,,False,14,3a949_00011,2025-03-13_21-47-36,7.056956768035889,113.28063941001892,3055615,cscigpu,132.241.1.14,113.28063941001892,14
0.83422,0.83129,0.91122,0.66826,1.02252,0.85521,1.17787,15,1741927663,,False,15,3a949_00011,2025-03-13_21-47-43,7.168322563171387,120.44896197319031,3055615,cscigpu,132.241.1.14,120.44896197319031,15
0.85953,0.84113,0.91224,0.68917,0.96389,0.84297,1.11595,16,1741927670,,False,16,3a949_00011,2025-03-13_21-47-50,6.997164964675903,127.44612693786621,3055615,cscigpu,132.241.1.14,127.44612693786621,16
0.8323987234462815,0.866747357829655,0.9122374127330417,0.7141509659681291,,,,16,1741927678,,False,17,3a949_00011,2025-03-13_21-47-58,7.970890998840332,135.41701793670654,3055615,cscigpu,132.241.1.14,135.41701793670654,17
